"DATE","Year","Month","Day","nodata","Tmin","Tmax"
2001-01-01 12:00:00,2001,1,1,1,1.13399621278735,8.64490314610852
2001-01-02 12:00:00,2001,1,2,NA,1.89564751417906,9.20416769635763
2001-01-03 12:00:00,2001,1,3,NA,0.283644993938851,6.71224454041558
2001-01-04 12:00:00,2001,1,4,NA,3.23262074025616,10.0732669848313
2001-01-05 12:00:00,2001,1,5,NA,6.54384404551748,11.7731569820334
2001-01-06 12:00:00,2001,1,6,NA,5.10180455159686,10.7594798798417
2001-01-07 12:00:00,2001,1,7,NA,7.60200333202356,11.3713588647666
2001-01-08 12:00:00,2001,1,8,NA,5.90000501789652,11.6365583480918
2001-01-09 12:00:00,2001,1,9,NA,4.30907168722365,8.93372299829132
2001-01-10 12:00:00,2001,1,10,NA,7.50568719614586,10.1621469567263
2001-01-11 12:00:00,2001,1,11,NA,6.8356006384586,9.56764567029078
2001-01-12 12:00:00,2001,1,12,NA,7.78842237229323,14.0815815867462
2001-01-13 12:00:00,2001,1,13,NA,8.97440145550261,16.7654008859183
2001-01-14 12:00:00,2001,1,14,NA,6.08475210823583,7.79266017569846
2001-01-15 12:00:00,2001,1,15,NA,6.89186926976281,7.84517816755284
2001-01-16 12:00:00,2001,1,16,NA,4.76500156357892,6.939270126414
2001-01-17 12:00:00,2001,1,17,NA,3.99539574627313,6.95569809010644
2001-01-18 12:00:00,2001,1,18,NA,-1.25288411841929,0.348751210586052
2001-01-19 12:00:00,2001,1,19,NA,-1.22406031081601,2.8520923190925
2001-01-20 12:00:00,2001,1,20,NA,-7.74968229051412,-2.09200696226929
2001-01-21 12:00:00,2001,1,21,NA,-12.5233657087996,-3.93320415825792
2001-01-22 12:00:00,2001,1,22,NA,-10.357642613617,-1.36358453160866
2001-01-23 12:00:00,2001,1,23,NA,-5.37345647256691,1.40937681114397
2001-01-24 12:00:00,2001,1,24,NA,-3.24611691244258,1.92593032168413
2001-01-25 12:00:00,2001,1,25,NA,-5.64646012413448,0.458053746813409
2001-01-26 12:00:00,2001,1,26,NA,-1.93048253818101,5.03885888016808
2001-01-27 12:00:00,2001,1,27,NA,-2.68930923300755,5.16444279157877
2001-01-28 12:00:00,2001,1,28,NA,1.43407239214498,6.41503391065168
2001-01-29 12:00:00,2001,1,29,NA,4.5511055383221,7.19007745990804
2001-01-30 12:00:00,2001,1,30,NA,3.20514622167645,10.1612832428388
