"DATE","Year","Month","Day","nodata","Tmin","Tmax"
2001-01-01 12:00:00,2001,1,1,1,1.12401775890203,8.40474052278518
2001-01-02 12:00:00,2001,1,2,NA,1.70969630085401,9.17073834621843
2001-01-03 12:00:00,2001,1,3,NA,0.0974651314468096,6.66116540715856
2001-01-04 12:00:00,2001,1,4,NA,3.03151471838384,10.0166494321104
2001-01-05 12:00:00,2001,1,5,NA,6.34227959439263,11.6940914917981
2001-01-06 12:00:00,2001,1,6,NA,4.88697447505269,10.6684762189721
2001-01-07 12:00:00,2001,1,7,NA,7.40853737104833,11.2316342216246
2001-01-08 12:00:00,2001,1,8,NA,5.65322599336574,11.5207811897882
2001-01-09 12:00:00,2001,1,9,NA,4.05028879413063,8.79871977645562
2001-01-10 12:00:00,2001,1,10,NA,7.26518878292309,9.97590932818529
2001-01-11 12:00:00,2001,1,11,NA,6.5728635390711,9.36912116497504
2001-01-12 12:00:00,2001,1,12,NA,7.47358003439304,13.8992054795358
2001-01-13 12:00:00,2001,1,13,NA,8.64969373044427,16.5556464066272
2001-01-14 12:00:00,2001,1,14,NA,5.77697909474345,7.52758466540757
2001-01-15 12:00:00,2001,1,15,NA,6.57204886794957,7.55276564787181
2001-01-16 12:00:00,2001,1,16,NA,4.41124035191948,6.64056954580305
2001-01-17 12:00:00,2001,1,17,NA,3.61831019814697,6.6394173420921
2001-01-18 12:00:00,2001,1,18,NA,-1.63855051189466,-0.00035854183436701
2001-01-19 12:00:00,2001,1,19,NA,-1.66001274289366,2.51152369684273
2001-01-20 12:00:00,2001,1,20,NA,-8.2208108654647,-2.43930912154525
2001-01-21 12:00:00,2001,1,21,NA,-13.0377517039354,-4.27915306150649
2001-01-22 12:00:00,2001,1,22,NA,-10.9025797580798,-1.72071064673779
2001-01-23 12:00:00,2001,1,23,NA,-5.92348631753958,1.01596112547615
2001-01-24 12:00:00,2001,1,24,NA,-3.78756664372377,1.48306862864411
2001-01-25 12:00:00,2001,1,25,NA,-6.20180166222528,-0.0110953685210058
2001-01-26 12:00:00,2001,1,26,NA,-2.54618240419683,4.59074581544022
2001-01-27 12:00:00,2001,1,27,NA,-3.31446281325907,4.6874884027625
2001-01-28 12:00:00,2001,1,28,NA,0.815242117793647,5.89465870381433
2001-01-29 12:00:00,2001,1,29,NA,3.93281021191563,6.633437606417
2001-01-30 12:00:00,2001,1,30,NA,2.5334048618731,9.6238978246567
2001-01-31 12:00:00,2001,1,31,NA,1.96414193658327,11.9750040563921
2001-02-01 12:00:00,2001,2,1,NA,5.89481670045264,14.5926572719891
2001-02-02 12:00:00,2001,2,2,NA,9.22328484818533,18.1139883039398
2001-02-03 12:00:00,2001,2,3,NA,7.39361919279258,15.8576991782845
2001-02-04 12:00:00,2001,2,4,NA,9.34064406445777,11.3314891445812
2001-02-05 12:00:00,2001,2,5,NA,6.14961674984769,8.08656089137278
2001-02-06 12:00:00,2001,2,6,NA,5.22281154113734,8.9775030017595
2001-02-07 12:00:00,2001,2,7,NA,0.937795380117196,6.28270845372228
2001-02-08 12:00:00,2001,2,8,NA,0.439221878234465,6.74428727051538
2001-02-09 12:00:00,2001,2,9,NA,5.18442236284148,13.2351196920506
2001-02-10 12:00:00,2001,2,10,NA,4.34939880172786,12.3453106395733
2001-02-11 12:00:00,2001,2,11,NA,1.44792552849114,4.32924430575208
2001-02-12 12:00:00,2001,2,12,NA,-3.10461024124036,0.876981869229333
2001-02-13 12:00:00,2001,2,13,NA,-2.08912351633425,0.304098345616178
2001-02-14 12:00:00,2001,2,14,NA,-0.688732640207745,1.30211243991569
2001-02-15 12:00:00,2001,2,15,NA,-2.46050309906325,-0.547132039972179
2001-02-16 12:00:00,2001,2,16,NA,0.256467774091357,2.81220900648767
2001-02-17 12:00:00,2001,2,17,NA,-5.09070117138648,-2.31218699236589
2001-02-18 12:00:00,2001,2,18,NA,-5.08810172252035,4.97805471322342
2001-02-19 12:00:00,2001,2,19,NA,-7.2974344321838,0.630631228431783
2001-02-20 12:00:00,2001,2,20,NA,-1.1586327823263,1.94390352411876
2001-02-21 12:00:00,2001,2,21,NA,-2.41476779814427,4.12489589941347
2001-02-22 12:00:00,2001,2,22,NA,-3.03121667316354,5.00098516664965
2001-02-23 12:00:00,2001,2,23,NA,0.256991528923462,6.23875129705893
2001-02-24 12:00:00,2001,2,24,NA,2.47461911211805,6.21906179504083
2001-02-25 12:00:00,2001,2,25,NA,2.44399994639529,7.50105120640367
2001-02-26 12:00:00,2001,2,26,NA,3.96253273782294,8.61819593663926
2001-02-27 12:00:00,2001,2,27,NA,2.0537873978727,8.86682439254498
2001-02-28 12:00:00,2001,2,28,NA,-5.54345034964753,-0.831551230779464
2001-03-01 12:00:00,2001,3,1,NA,-4.12811607261224,-0.16049866938219
2001-03-02 12:00:00,2001,3,2,NA,-8.22020934876317,-1.83224453971215
2001-03-03 12:00:00,2001,3,3,NA,-2.8566332158455,3.88655596229798
2001-03-04 12:00:00,2001,3,4,NA,-1.6874260635378,4.41023877122264
