"DATE","Year","Month","Day","nodata","Tmin","Tmax"
2001-01-01 12:00:00,2001,1,1,1,1.260342028423,8.66866841719167
2001-01-02 12:00:00,2001,1,2,NA,1.99420325161757,9.48786027837108
2001-01-03 12:00:00,2001,1,3,NA,0.392479036858878,6.995044451788
2001-01-04 12:00:00,2001,1,4,NA,3.34210305988068,10.36075432174
2001-01-05 12:00:00,2001,1,5,NA,6.67340334712096,12.0418837249089
2001-01-06 12:00:00,2001,1,6,NA,5.22390335441855,11.0329948134543
2001-01-07 12:00:00,2001,1,7,NA,7.75309591225764,11.6092496352366
2001-01-08 12:00:00,2001,1,8,NA,6.01475062826635,11.900238243315
2001-01-09 12:00:00,2001,1,9,NA,4.43326536758592,9.17350013733495
2001-01-10 12:00:00,2001,1,10,NA,7.64226014561545,10.3712239177041
2001-01-11 12:00:00,2001,1,11,NA,6.96247996482514,9.76425974094645
2001-01-12 12:00:00,2001,1,12,NA,7.85810749357153,14.309428362903
2001-01-13 12:00:00,2001,1,13,NA,9.02004126791925,16.9875571034925
2001-01-14 12:00:00,2001,1,14,NA,6.18061670126236,7.93111199566609
2001-01-15 12:00:00,2001,1,15,NA,6.98201602807291,7.95215652091569
2001-01-16 12:00:00,2001,1,16,NA,4.81264515037563,7.04798780862523
2001-01-17 12:00:00,2001,1,17,NA,4.01393412592942,7.04950254487328
2001-01-18 12:00:00,2001,1,18,NA,-1.24301621197802,0.40428804734384
2001-01-19 12:00:00,2001,1,19,NA,-1.26448200487109,2.90839594376389
2001-01-20 12:00:00,2001,1,20,NA,-7.84333568993184,-2.03424423089614
2001-01-21 12:00:00,2001,1,21,NA,-12.6810964702521,-3.86505151430847
2001-01-22 12:00:00,2001,1,22,NA,-10.5546417887347,-1.31143083896951
2001-01-23 12:00:00,2001,1,23,NA,-5.56631632722923,1.40087883811585
2001-01-24 12:00:00,2001,1,24,NA,-3.44779987549264,1.86883306687594
2001-01-25 12:00:00,2001,1,25,NA,-5.87800697664695,0.372822881624465
2001-01-26 12:00:00,2001,1,26,NA,-2.2090998440981,4.94246079414583
2001-01-27 12:00:00,2001,1,27,NA,-2.9992820255401,5.04125727881982
